Id,SalePrice
1461,124014.2288639817
1462,162092.72047687953
1463,187214.73241988977
1464,191758.75859071477
1465,195126.68634719722
1466,179136.21607854243
1467,183223.75941570598
1468,170605.75863555903
1469,180944.29319158362
1470,126657.20232729623
1471,205136.74509760062
1472,95035.37366700517
1473,99593.54566211031
1474,154772.7536335621
1475,115571.49848624057
1476,361085.310264687
1477,242109.7276616077
1478,298637.25838445197
1479,280041.04315876873
1480,480772.7928837274
1481,314887.7339331056
1482,197653.82169876053
1483,181284.0906785746
1484,167256.12023585493
1485,172646.9723535079
1486,192513.13917267576
1487,329493.60002036724
1488,224036.0280564025
1489,209053.8774400847
1490,226311.5036154483
1491,192987.3184015091
1492,99973.65680276671
1493,171418.44640493667
1494,286068.42406938545
1495,278391.0269064188
1496,234535.6637029115
1497,186921.8358952019
1498,158373.9497205944
1499,158880.3623269425
1500,155860.6929456723
1501,175661.6022789281
1502,156385.17297237212
1503,294437.77510760276
1504,223890.3302960274
1505,224035.08846948342
1506,174648.04350878985
1507,253437.16528884557
1508,197302.8533808362
1509,159268.56814908047
1510,147993.15024568333
1511,147641.1942621677
1512,177384.56338055647
1513,139199.718929141
1514,153453.99908620407
1515,202530.39499198212
1516,145266.06964360902
1517,155281.4367983296
1518,135025.80137784078
1519,230126.02690067742
1520,137550.94990085927
1521,142265.06911035662
1522,166537.6404062372
1523,117292.46398413878
1524,122618.72053389104
1525,128084.23312609189
1526,121774.4037518203
1527,109208.4680811179
1528,130116.15471581728
1529,146041.65492066264
1530,168516.7847696148
1531,110292.39627955445
1532,95210.9490421798
1533,139355.16024796755
1534,110127.17802020248
1535,159573.48356789822
1536,115187.17650019054
1537,78168.87101495056
1538,140549.98143689337
1539,178655.65960200614
1540,103140.36166511012
1541,141067.9207237627
1542,136509.5086472001
1543,201882.24304831246
1544,82622.79195955141
1545,99428.09942359319
1546,126945.78471744577
1547,131312.97177029663
1548,127448.70107983198
1549,110397.83812167919
1550,140838.06979475584
1551,118281.15796402862
1552,137778.4210625927
